1,1,878.48,638.69,62.42999999999995,62.8599999999999,1,1,1.0
1,2,794.87,700.46,36.67999999999995,17.67999999999995,1,1,1.0
1,3,796.2,662.7,34.68999999999994,33.6099999999999,1,1,1.0
2,1,878.5,635.84,62.440000000000055,62.870000000000005,1,1,1.0
2,2,794.82,697.61,36.66999999999996,17.68999999999994,1,1,1.0
2,3,796.23,659.91,34.69999999999993,33.620000000000005,1,1,1.0
3,1,878.53,633.0,62.430000000000064,62.870000000000005,1,1,1.0
3,2,794.76,694.77,36.66999999999996,17.680000000000064,1,1,1.0
3,3,796.27,657.13,34.690000000000055,33.610000000000014,1,1,1.0
4,1,878.55,630.16,62.440000000000055,62.870000000000005,1,1,1.0
4,2,794.7,691.92,36.67999999999995,17.680000000000064,1,1,1.0
4,3,796.3,654.34,34.700000000000045,33.620000000000005,1,1,1.0
5,1,878.58,627.32,62.42999999999995,62.870000000000005,1,1,1.0
5,2,794.65,689.07,36.67000000000007,17.67999999999995,1,1,1.0
5,3,796.34,651.56,34.68999999999994,33.610000000000014,1,1,1.0
6,1,878.6,624.47,62.43999999999994,62.870000000000005,1,1,1.0
6,2,794.59,686.22,36.66999999999996,17.68999999999994,1,1,1.0
6,3,796.37,648.77,34.68999999999994,33.620000000000005,1,1,1.0
7,1,878.63,621.63,62.42999999999995,62.870000000000005,1,1,1.0
7,2,794.54,683.38,36.67000000000007,17.67999999999995,1,1,1.0
7,3,796.41,645.98,34.690000000000055,33.620000000000005,1,1,1.0
8,1,878.65,618.79,62.440000000000055,62.870000000000005,1,1,1.0
8,2,794.48,680.53,36.66999999999996,17.680000000000064,1,1,1.0
8,3,796.44,643.2,34.68999999999994,33.6099999999999,1,1,1.0
9,1,878.68,615.95,62.430000000000064,62.870000000000005,1,1,1.0
9,2,794.42,677.68,36.680000000000064,17.680000000000064,1,1,1.0
9,3,796.48,640.41,34.68999999999994,33.620000000000005,1,1,1.0
10,1,878.71,613.11,62.42999999999995,62.860000000000014,1,1,1.0
10,2,794.37,674.83,36.66999999999996,17.67999999999995,1,1,1.0
10,3,796.51,637.63,34.690000000000055,33.610000000000014,1,1,1.0
11,1,878.51,608.11,62.430000000000064,62.870000000000005,1,1,1.0
11,2,794.31,669.98,36.67000000000007,17.67999999999995,1,1,1.0
11,3,796.4,632.46,34.690000000000055,33.620000000000005,1,1,1.0
12,1,878.31,603.11,62.430000000000064,62.870000000000005,1,1,1.0
12,2,794.25,665.12,36.67999999999995,17.68999999999994,1,1,1.0
12,3,796.28,627.3,34.690000000000055,33.610000000000014,1,1,1.0
13,1,878.11,598.11,62.42999999999995,62.870000000000005,1,1,1.0
13,2,794.2,660.27,36.66999999999996,17.680000000000064,1,1,1.0
13,3,796.17,622.13,34.690000000000055,33.620000000000005,1,1,1.0
14,1,877.91,593.12,62.430000000000064,62.860000000000014,1,1,1.0
14,2,794.14,655.42,36.66999999999996,17.680000000000064,1,1,1.0
14,3,796.05,616.97,34.700000000000045,33.610000000000014,1,1,1.0
15,1,877.72,588.12,62.42999999999995,62.870000000000005,1,1,1.0
15,2,794.08,650.56,36.67999999999995,17.680000000000064,1,1,1.0
15,3,795.94,611.8,34.68999999999994,33.620000000000005,1,1,1.0
16,1,877.52,583.12,62.430000000000064,62.870000000000005,1,1,1.0
16,2,794.03,645.71,36.67000000000007,17.67999999999995,1,1,1.0
16,3,795.83,606.64,34.68999999999994,33.610000000000014,1,1,1.0
17,1,877.32,578.12,62.42999999999995,62.870000000000005,1,1,1.0
17,2,793.97,640.85,36.66999999999996,17.67999999999995,1,1,1.0
17,3,795.71,601.48,34.68999999999994,33.610000000000014,1,1,1.0
18,1,877.12,576.66,62.43999999999994,62.870000000000005,1,1,1.0
18,2,793.67,639.33,36.67000000000007,17.67999999999995,1,1,1.0
18,3,795.31,600.1,34.700000000000045,33.610000000000014,1,1,1.0
19,1,876.93,575.2,62.430000000000064,62.870000000000005,1,1,1.0
19,2,793.37,637.81,36.66999999999996,17.680000000000064,1,1,1.0
19,3,794.92,598.72,34.690000000000055,33.610000000000014,1,1,1.0
20,1,876.74,573.74,62.42999999999995,62.870000000000005,1,1,1.0
20,2,793.07,636.29,36.66999999999996,17.680000000000064,1,1,1.0
20,3,794.52,597.34,34.690000000000055,33.610000000000014,1,1,1.0
21,1,876.54,572.29,62.430000000000064,62.860000000000014,1,1,1.0
21,2,792.77,634.76,36.67000000000007,17.680000000000064,1,1,1.0
21,3,794.12,595.96,34.68999999999994,33.620000000000005,1,1,1.0
22,1,876.35,570.83,62.42999999999995,62.860000000000014,1,1,1.0
22,2,792.47,633.24,36.66999999999996,17.67999999999995,1,1,1.0
22,3,793.72,594.58,34.68999999999994,33.620000000000005,1,1,1.0
23,1,876.15,569.37,62.430000000000064,62.860000000000014,1,1,1.0
23,2,792.16,631.72,36.680000000000064,17.67999999999995,1,1,1.0
23,3,793.33,593.2,34.68999999999994,33.620000000000005,1,1,1.0
24,1,875.96,567.91,62.42999999999995,62.870000000000005,1,1,1.0
24,2,791.86,630.2,36.67999999999995,17.67999999999995,1,1,1.0
24,3,792.93,591.83,34.690000000000055,33.610000000000014,1,1,1.0
25,1,875.29,566.21,62.430000000000064,62.860000000000014,1,1,1.0
25,2,791.17,628.53,36.680000000000064,17.680000000000064,1,1,1.0
25,3,792.35,590.18,34.68999999999994,33.610000000000014,1,1,1.0
26,1,874.62,564.51,62.42999999999995,62.860000000000014,1,1,1.0
26,2,790.49,626.86,36.66999999999996,17.67999999999995,1,1,1.0
26,3,791.76,588.52,34.700000000000045,33.620000000000005,1,1,1.0
27,1,873.95,562.81,62.42999999999995,62.860000000000014,1,1,1.0
27,2,789.8,625.19,36.67000000000007,17.68999999999994,1,1,1.0
27,3,791.18,586.87,34.700000000000045,33.620000000000005,1,1,1.0
28,1,873.28,561.1,62.430000000000064,62.870000000000005,1,1,1.0
28,2,789.11,623.53,36.66999999999996,17.680000000000064,1,1,1.0
28,3,790.6,585.22,34.68999999999994,33.620000000000005,1,1,1.0
29,1,872.61,559.4,62.42999999999995,62.870000000000005,1,1,1.0
29,2,788.42,621.86,36.67000000000007,17.67999999999995,1,1,1.0
29,3,790.02,583.57,34.690000000000055,33.620000000000005,1,1,1.0
30,1,871.94,557.7,62.43999999999994,62.870000000000005,1,1,1.0
30,2,787.73,620.19,36.66999999999996,17.67999999999995,1,1,1.0
30,3,789.44,581.92,34.68999999999994,33.620000000000005,1,1,1.0
31,1,871.28,556.0,62.430000000000064,62.870000000000005,1,1,1.0
31,2,787.04,618.53,36.67000000000007,17.680000000000064,1,1,1.0
31,3,788.86,580.27,34.68999999999994,33.620000000000005,1,1,1.0
32,1,870.61,554.3,62.42999999999995,62.870000000000005,1,1,1.0
32,2,786.35,616.86,36.67999999999995,17.67999999999995,1,1,1.0
32,3,788.28,578.62,34.690000000000055,33.620000000000005,1,1,1.0
33,1,869.94,552.6,62.42999999999995,62.870000000000005,1,1,1.0
33,2,785.66,615.19,36.680000000000064,17.67999999999995,1,1,1.0
33,3,787.7,576.97,34.68999999999994,33.610000000000014,1,1,1.0
34,1,869.27,550.9,62.430000000000064,62.870000000000005,1,1,1.0
34,2,784.97,613.52,36.67999999999995,17.690000000000055,1,1,1.0
34,3,787.11,575.32,34.69999999999993,33.6099999999999,1,1,1.0
35,1,868.6,549.2,62.42999999999995,62.870000000000005,1,1,1.0
35,2,784.29,611.86,36.67000000000007,17.67999999999995,1,1,1.0
35,3,786.53,573.67,34.690000000000055,33.610000000000014,1,1,1.0
36,1,867.93,547.5,62.430000000000064,62.870000000000005,1,1,1.0
36,2,783.6,610.19,36.66999999999996,17.67999999999995,1,1,1.0
36,3,785.95,572.02,34.68999999999994,33.610000000000014,1,1,1.0
37,1,867.46,546.99,62.42999999999995,62.870000000000005,1,1,1.0
37,2,783.17,609.78,36.680000000000064,17.680000000000064,1,1,1.0
37,3,785.37,571.49,34.68999999999994,33.620000000000005,1,1,1.0
38,1,866.99,546.48,62.42999999999995,62.870000000000005,1,1,1.0
38,2,782.75,609.37,36.66999999999996,17.67999999999995,1,1,1.0
38,3,784.79,570.97,34.690000000000055,33.610000000000014,1,1,1.0
39,1,866.52,545.97,62.430000000000064,62.870000000000005,1,1,1.0
39,2,782.32,608.96,36.67999999999995,17.67999999999995,1,1,1.0
39,3,784.21,570.44,34.68999999999994,33.61999999999989,1,1,1.0
40,1,866.05,545.46,62.430000000000064,62.870000000000005,1,1,1.0
40,2,781.9,608.55,36.67000000000007,17.680000000000064,1,1,1.0
40,3,783.63,569.92,34.690000000000055,33.610000000000014,1,1,1.0
41,1,865.58,544.95,62.42999999999995,62.870000000000005,1,1,1.0
41,2,781.48,608.14,36.66999999999996,17.690000000000055,1,1,1.0
41,3,783.04,569.39,34.700000000000045,33.620000000000005,1,1,1.0
42,1,865.11,544.44,62.42999999999995,62.86999999999989,1,1,1.0
42,2,781.05,607.73,36.680000000000064,17.68999999999994,1,1,1.0
42,3,782.46,568.87,34.68999999999994,33.610000000000014,1,1,1.0
